0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,1.0,0.0,79.0,45197.53,6183.41,22.0,15.0,651.0,1.0,186.0,6117.0,1998.0,3.0,30.0
0.0,1.0,0.0,79.0,104460.96,6183.41,19.0,10.0,303.0,0.0,211.0,1315.0,1997.0,4.0,7.0
0.0,1.0,0.0,79.0,95732.34,14786.25,6.0,4.0,139.0,0.0,53.0,2492.0,1990.0,7.0,15.0
0.0,1.0,0.0,79.0,39816.21,3065.15,11.0,12.0,335.0,1.0,198.0,6324.0,2008.0,2.0,17.0
0.0,1.0,0.0,79.0,119584.74,339.84,14.0,17.0,163.0,0.0,304.0,1445.0,1999.0,11.0,29.0
0.0,1.0,0.0,79.0,47656.92,5957.07,11.0,12.0,258.0,0.0,199.0,1215.0,2010.0,11.0,21.0
1.0,0.0,0.0,79.0,33738.8,2190.94,12.0,18.0,623.0,0.0,26.0,1496.0,2016.0,2.0,22.0
0.0,1.0,0.0,79.0,72900.21,166.11,31.0,14.0,199.0,0.0,293.0,7473.0,1989.0,12.0,4.0
1.0,0.0,0.0,79.0,12000.0,6183.41,19.0,10.0,303.0,0.0,158.0,7461.0,2016.0,10.0,3.0
1.0,0.0,0.0,15.0,56570.51,7389.49,6.0,4.0,136.0,0.0,53.0,6962.0,2015.0,1.0,26.0
0.0,1.0,0.0,79.0,85294.46,3647.96,19.0,10.0,303.0,0.0,158.0,2464.0,1985.0,6.0,16.0
1.0,0.0,0.0,79.0,84439.91,6183.41,2.0,5.0,222.0,0.0,226.0,6725.0,1999.0,11.0,29.0
1.0,0.0,0.0,79.0,85082.32,1429.79,17.0,20.0,557.0,0.0,133.0,4035.0,1994.0,2.0,22.0
0.0,1.0,0.0,79.0,14643.97,6183.41,19.0,10.0,518.0,1.0,289.0,4724.0,2015.0,7.0,28.0
1.0,0.0,0.0,79.0,44619.58,6183.41,22.0,15.0,511.0,1.0,186.0,4996.0,1980.0,12.0,1.0
0.0,1.0,0.0,79.0,39188.23,2820.29,11.0,12.0,146.0,1.0,198.0,5798.0,2013.0,6.0,18.0
0.0,1.0,0.0,79.0,80002.36,12404.4,31.0,14.0,449.0,0.0,241.0,4002.0,2011.0,7.0,18.0
1.0,0.0,0.0,79.0,106748.12,5652.4,6.0,4.0,126.0,0.0,52.0,3744.0,2002.0,6.0,3.0
0.0,1.0,0.0,79.0,170663.6,6183.41,28.0,28.0,150.0,0.0,94.0,1521.0,2008.0,1.0,7.0
0.0,1.0,0.0,79.0,139746.76,6183.41,12.0,18.0,628.0,0.0,211.0,1045.0,2000.0,10.0,2.0
0.0,1.0,0.0,79.0,162337.92,6183.41,2.0,5.0,664.0,0.0,210.0,7283.0,1994.0,6.0,26.0
0.0,1.0,0.0,57.0,66046.74,3638.49,31.0,14.0,427.0,0.0,241.0,3456.0,2014.0,2.0,24.0
0.0,1.0,0.0,57.0,76404.13,9758.98,31.0,14.0,439.0,0.0,241.0,9153.0,2012.0,9.0,10.0
1.0,0.0,0.0,79.0,30721.34,6183.41,19.0,10.0,518.0,1.0,289.0,4200.0,2012.0,1.0,9.0
0.0,1.0,0.0,79.0,73902.28,13996.91,12.0,18.0,616.0,0.0,26.0,5996.0,2002.0,7.0,21.0
1.0,0.0,0.0,79.0,13169.09,6183.41,22.0,15.0,655.0,1.0,186.0,8430.0,2014.0,10.0,17.0
1.0,0.0,0.0,79.0,103397.58,6183.41,12.0,18.0,617.0,0.0,302.0,3626.0,1990.0,2.0,6.0
1.0,0.0,0.0,79.0,93762.68,654.85,6.0,4.0,131.0,0.0,58.0,1945.0,2002.0,1.0,14.0
0.0,1.0,0.0,79.0,158909.85,6183.41,5.0,34.0,67.0,0.0,81.0,7814.0,2015.0,6.0,22.0
1.0,0.0,0.0,79.0,94062.78,6183.41,19.0,10.0,518.0,0.0,8.0,4273.0,1990.0,11.0,19.0
0.0,1.0,0.0,79.0,101768.79,6414.22,34.0,35.0,642.0,0.0,80.0,7040.0,1998.0,8.0,31.0
0.0,1.0,0.0,79.0,123265.25,44816.31,17.0,20.0,552.0,0.0,212.0,4182.0,2004.0,6.0,7.0
1.0,0.0,0.0,79.0,65024.15,6183.41,17.0,20.0,188.0,0.0,6.0,7907.0,2009.0,2.0,9.0
1.0,0.0,0.0,79.0,87980.98,6183.41,13.0,13.0,64.0,0.0,7.0,46.0,1988.0,1.0,3.0
1.0,0.0,0.0,79.0,79968.59,24465.51,12.0,18.0,623.0,0.0,343.0,4223.0,2006.0,11.0,13.0
0.0,1.0,0.0,79.0,68086.97,304.92,31.0,14.0,197.0,0.0,39.0,6795.0,2005.0,5.0,31.0
1.0,0.0,0.0,79.0,76625.78,6452.22,31.0,14.0,433.0,0.0,243.0,7802.0,2000.0,11.0,13.0
1.0,0.0,0.0,79.0,59804.2,888.22,19.0,10.0,26.0,0.0,46.0,79.0,2006.0,6.0,12.0
0.0,1.0,0.0,53.0,10827.01,6183.41,13.0,13.0,327.0,0.0,230.0,4256.0,2016.0,10.0,3.0
0.0,1.0,0.0,79.0,23929.16,40.15,31.0,14.0,365.0,0.0,240.0,5792.0,2016.0,7.0,11.0
0.0,1.0,0.0,79.0,119974.43,28711.6,31.0,14.0,451.0,0.0,241.0,7743.0,2001.0,2.0,12.0
0.0,1.0,0.0,57.0,77648.81,15315.61,31.0,14.0,451.0,0.0,241.0,4983.0,2012.0,7.0,16.0
1.0,0.0,0.0,79.0,151009.7,6183.41,6.0,4.0,122.0,0.0,210.0,5206.0,1988.0,9.0,12.0
1.0,0.0,0.0,79.0,61474.67,7137.12,31.0,14.0,291.0,0.0,139.0,1203.0,2014.0,1.0,13.0
1.0,0.0,0.0,79.0,50074.04,1351.75,11.0,12.0,481.0,1.0,198.0,9196.0,1993.0,11.0,3.0
0.0,1.0,0.0,79.0,37563.93,1373.7,11.0,12.0,650.0,1.0,198.0,5938.0,2012.0,5.0,20.0
0.0,1.0,0.0,56.0,60987.13,5210.28,31.0,14.0,427.0,0.0,241.0,943.0,2014.0,10.0,6.0
0.0,1.0,0.0,79.0,66571.46,941.1,34.0,35.0,79.0,0.0,78.0,887.0,2007.0,7.0,16.0
1.0,0.0,0.0,79.0,88793.02,1365.91,31.0,14.0,351.0,0.0,7.0,1766.0,1989.0,8.0,28.0
1.0,0.0,0.0,79.0,91906.74,6965.35,8.0,7.0,538.0,0.0,39.0,889.0,1982.0,1.0,25.0
0.0,1.0,0.0,15.0,72475.93,22678.84,6.0,4.0,136.0,0.0,53.0,4571.0,2015.0,2.0,9.0
1.0,0.0,0.0,79.0,72053.54,6183.41,19.0,10.0,77.0,0.0,321.0,5446.0,2006.0,4.0,3.0
0.0,1.0,0.0,79.0,34275.02,6183.41,9.0,9.0,209.0,0.0,224.0,4764.0,2014.0,8.0,11.0
0.0,1.0,0.0,79.0,36700.94,1020.28,12.0,18.0,618.0,0.0,220.0,4377.0,2008.0,5.0,27.0
1.0,0.0,0.0,79.0,49464.77,6183.41,19.0,10.0,518.0,1.0,289.0,8930.0,1992.0,8.0,10.0
1.0,0.0,0.0,79.0,23619.44,6183.41,19.0,10.0,90.0,0.0,249.0,5968.0,2016.0,9.0,6.0
1.0,0.0,0.0,79.0,33728.64,6183.41,19.0,10.0,518.0,0.0,43.0,3117.0,2010.0,11.0,8.0
0.0,1.0,0.0,79.0,79966.83,10759.82,31.0,14.0,207.0,0.0,241.0,6695.0,2007.0,7.0,16.0
0.0,1.0,0.0,79.0,57275.16,740.16,17.0,20.0,568.0,0.0,133.0,7601.0,2013.0,1.0,14.0
0.0,1.0,0.0,79.0,130055.18,31971.49,31.0,14.0,424.0,0.0,241.0,7200.0,1985.0,2.0,25.0
0.0,1.0,0.0,57.0,76975.44,15284.35,31.0,14.0,421.0,0.0,241.0,7347.0,2013.0,3.0,25.0
0.0,1.0,0.0,79.0,73290.62,9165.96,17.0,20.0,565.0,0.0,133.0,724.0,2012.0,2.0,27.0
1.0,0.0,0.0,73.0,16410.35,12.75,19.0,10.0,77.0,0.0,320.0,7695.0,2016.0,8.0,22.0
0.0,1.0,0.0,79.0,22071.77,36.21,31.0,14.0,365.0,0.0,240.0,4925.0,2016.0,7.0,11.0
1.0,0.0,0.0,65.0,68383.07,13929.02,17.0,20.0,186.0,0.0,261.0,3392.0,2012.0,8.0,13.0
0.0,1.0,0.0,79.0,80593.39,13297.07,12.0,18.0,616.0,0.0,26.0,1603.0,1990.0,6.0,18.0
1.0,0.0,0.0,79.0,82926.93,6183.41,19.0,10.0,518.0,0.0,221.0,2454.0,2009.0,8.0,3.0
0.0,1.0,0.0,79.0,101544.06,3639.13,17.0,20.0,549.0,0.0,212.0,2411.0,1988.0,11.0,28.0
0.0,1.0,0.0,79.0,131711.86,12524.49,31.0,14.0,201.0,0.0,214.0,4696.0,1982.0,6.0,7.0
1.0,0.0,0.0,79.0,67902.58,746.1,14.0,17.0,242.0,0.0,229.0,1282.0,2010.0,8.0,16.0
0.0,1.0,0.0,79.0,96838.52,7949.76,31.0,14.0,439.0,0.0,241.0,5786.0,2002.0,11.0,25.0
1.0,0.0,0.0,79.0,93072.1,9857.7,6.0,4.0,138.0,0.0,60.0,6664.0,2002.0,4.0,8.0
0.0,1.0,0.0,79.0,80899.98,1986.14,34.0,35.0,117.0,0.0,78.0,2609.0,2002.0,7.0,22.0
0.0,1.0,0.0,79.0,94313.83,13091.15,9.0,9.0,233.0,0.0,215.0,4868.0,2006.0,9.0,5.0
1.0,0.0,0.0,79.0,49279.44,5232.74,31.0,14.0,197.0,0.0,244.0,3233.0,2007.0,7.0,23.0
0.0,1.0,0.0,79.0,98363.03,6183.41,9.0,9.0,189.0,0.0,211.0,1593.0,2006.0,3.0,20.0
1.0,0.0,0.0,79.0,73497.97,6183.41,19.0,10.0,380.0,0.0,158.0,3393.0,2001.0,7.0,16.0
0.0,1.0,0.0,79.0,53618.88,3213.78,31.0,14.0,291.0,0.0,138.0,5062.0,2015.0,11.0,2.0
0.0,1.0,0.0,79.0,89186.61,348.26,17.0,20.0,551.0,0.0,133.0,2967.0,1988.0,11.0,28.0
1.0,0.0,0.0,79.0,77527.76,9648.72,1.0,1.0,478.0,0.0,251.0,8715.0,2013.0,11.0,4.0
1.0,0.0,0.0,79.0,29285.42,6183.41,19.0,10.0,518.0,1.0,289.0,2332.0,2014.0,1.0,27.0
0.0,1.0,0.0,79.0,122615.16,6183.41,16.0,8.0,592.0,0.0,211.0,387.0,2005.0,4.0,18.0
0.0,1.0,0.0,79.0,106893.38,4207.51,17.0,20.0,569.0,0.0,212.0,226.0,2001.0,9.0,4.0
0.0,1.0,0.0,79.0,46804.08,1385.56,12.0,18.0,616.0,0.0,26.0,648.0,2013.0,4.0,8.0
0.0,1.0,0.0,79.0,10997.0,6183.41,24.0,22.0,535.0,0.0,326.0,5707.0,2004.0,7.0,1.0
0.0,1.0,0.0,79.0,49670.62,7208.23,12.0,18.0,618.0,0.0,26.0,108.0,2013.0,5.0,20.0
0.0,1.0,0.0,79.0,78925.75,9344.5,12.0,18.0,616.0,0.0,26.0,3788.0,1998.0,6.0,7.0
0.0,1.0,0.0,79.0,49782.84,7861.46,12.0,18.0,623.0,0.0,26.0,228.0,2015.0,6.0,22.0
1.0,0.0,0.0,79.0,76538.1,6183.41,19.0,10.0,156.0,0.0,46.0,8036.0,1990.0,8.0,13.0
1.0,0.0,0.0,79.0,65792.82,6183.41,19.0,10.0,378.0,0.0,225.0,7094.0,2002.0,1.0,7.0
0.0,1.0,0.0,79.0,89997.64,18568.16,17.0,20.0,578.0,0.0,133.0,5618.0,2007.0,3.0,19.0
0.0,1.0,0.0,51.0,48915.42,3401.74,13.0,13.0,596.0,0.0,228.0,715.0,2012.0,7.0,30.0
0.0,1.0,0.0,28.0,625.0,6183.41,17.0,20.0,501.0,0.0,133.0,3181.0,2016.0,5.0,4.0
0.0,1.0,0.0,79.0,85845.99,7252.79,31.0,14.0,437.0,0.0,214.0,3475.0,2005.0,1.0,18.0
1.0,0.0,0.0,79.0,47583.64,3388.9,12.0,18.0,618.0,0.0,26.0,3837.0,2013.0,2.0,25.0
0.0,1.0,0.0,79.0,80590.25,27159.27,12.0,18.0,269.0,0.0,119.0,225.0,2001.0,11.0,6.0
0.0,1.0,0.0,79.0,101025.7,6183.41,13.0,13.0,226.0,0.0,112.0,5942.0,2006.0,10.0,30.0
0.0,1.0,0.0,79.0,121462.9,46531.11,17.0,20.0,556.0,0.0,133.0,3819.0,2004.0,12.0,13.0
0.0,1.0,0.0,79.0,58520.82,2284.49,18.0,11.0,373.0,0.0,166.0,2520.0,2001.0,10.0,29.0
0.0,1.0,0.0,79.0,111237.74,5568.2,19.0,10.0,18.0,0.0,321.0,7738.0,1992.0,2.0,19.0
0.0,1.0,0.0,79.0,79779.06,5809.14,34.0,35.0,528.0,0.0,78.0,8443.0,2001.0,4.0,8.0
1.0,0.0,0.0,79.0,44349.44,6183.41,9.0,9.0,62.0,0.0,202.0,6894.0,2013.0,2.0,11.0
0.0,1.0,0.0,79.0,120479.34,40171.71,17.0,20.0,601.0,0.0,131.0,6152.0,2007.0,3.0,19.0
0.0,1.0,0.0,79.0,80421.47,12172.77,17.0,20.0,572.0,0.0,133.0,1861.0,2012.0,2.0,27.0
1.0,0.0,0.0,79.0,55782.79,12561.47,31.0,14.0,197.0,0.0,38.0,3677.0,2013.0,12.0,30.0
1.0,0.0,0.0,79.0,65907.89,6183.41,22.0,15.0,496.0,0.0,251.0,8203.0,2005.0,8.0,22.0
0.0,1.0,0.0,57.0,59709.79,1378.32,31.0,14.0,445.0,0.0,241.0,6792.0,2013.0,1.0,28.0
0.0,1.0,0.0,79.0,106966.72,10835.45,31.0,14.0,427.0,0.0,241.0,6074.0,1993.0,7.0,26.0
1.0,0.0,0.0,79.0,42689.59,5423.69,11.0,12.0,641.0,1.0,198.0,8396.0,2004.0,7.0,9.0
1.0,0.0,0.0,79.0,76837.99,6416.1,31.0,14.0,291.0,0.0,138.0,6587.0,2007.0,1.0,16.0
1.0,0.0,0.0,79.0,86367.34,22794.46,31.0,14.0,348.0,0.0,261.0,4533.0,2010.0,7.0,6.0
1.0,0.0,0.0,79.0,24911.05,907.28,31.0,14.0,208.0,1.0,68.0,490.0,1994.0,8.0,15.0
0.0,1.0,0.0,79.0,84584.32,16755.34,17.0,20.0,555.0,0.0,133.0,7175.0,2007.0,9.0,4.0
1.0,0.0,0.0,79.0,32142.54,6183.41,22.0,15.0,511.0,1.0,189.0,1883.0,1987.0,3.0,9.0
0.0,1.0,0.0,79.0,144711.92,103.05,14.0,17.0,163.0,0.0,335.0,8248.0,1993.0,1.0,4.0
1.0,0.0,0.0,79.0,40022.38,6183.41,22.0,15.0,483.0,1.0,193.0,8122.0,1991.0,1.0,28.0
0.0,1.0,0.0,79.0,6537.5,6183.41,4.0,2.0,652.0,0.0,271.0,7207.0,2016.0,10.0,3.0
0.0,1.0,0.0,79.0,42252.31,2223.81,8.0,7.0,538.0,0.0,101.0,1104.0,2008.0,10.0,13.0
1.0,0.0,0.0,5.0,31577.71,6183.41,27.0,33.0,310.0,0.0,17.0,8909.0,2016.0,7.0,11.0
0.0,1.0,0.0,79.0,136644.48,27128.39,17.0,20.0,582.0,0.0,131.0,669.0,2000.0,9.0,11.0
0.0,1.0,0.0,79.0,98858.04,245.95,19.0,10.0,192.0,0.0,116.0,3591.0,2012.0,4.0,23.0
0.0,1.0,0.0,79.0,93341.02,3243.06,31.0,14.0,430.0,0.0,241.0,3596.0,1993.0,2.0,21.0
0.0,1.0,0.0,79.0,85914.03,22292.99,12.0,18.0,269.0,0.0,120.0,8532.0,2001.0,7.0,1.0
1.0,0.0,0.0,79.0,36389.39,567.36,19.0,10.0,518.0,1.0,289.0,2989.0,2013.0,3.0,12.0
0.0,1.0,0.0,79.0,78090.49,194.25,9.0,9.0,211.0,0.0,104.0,8517.0,2001.0,8.0,20.0
0.0,1.0,0.0,79.0,92969.1,13943.58,6.0,4.0,137.0,0.0,53.0,7398.0,2001.0,7.0,23.0
0.0,1.0,0.0,79.0,96622.48,22875.41,17.0,20.0,566.0,0.0,133.0,213.0,2007.0,3.0,19.0
1.0,0.0,0.0,79.0,112025.22,6183.41,16.0,8.0,157.0,0.0,308.0,1347.0,2013.0,10.0,21.0
0.0,1.0,0.0,79.0,61639.3,8941.51,12.0,18.0,618.0,0.0,26.0,4196.0,2005.0,7.0,25.0
1.0,0.0,0.0,79.0,13825.97,94.51,31.0,14.0,208.0,1.0,68.0,1029.0,1991.0,12.0,16.0
0.0,1.0,0.0,79.0,64761.66,13981.84,9.0,9.0,236.0,0.0,332.0,1410.0,2015.0,3.0,9.0
1.0,0.0,0.0,79.0,106946.05,3548.43,16.0,8.0,7.0,0.0,302.0,1509.0,2002.0,12.0,30.0
0.0,1.0,0.0,29.0,66783.5,13193.65,17.0,20.0,556.0,0.0,133.0,6649.0,2014.0,3.0,10.0
1.0,0.0,0.0,79.0,65544.04,6183.41,19.0,10.0,18.0,0.0,321.0,1998.0,2010.0,12.0,6.0
0.0,1.0,0.0,79.0,195190.5,66293.88,17.0,20.0,188.0,0.0,129.0,6473.0,1983.0,1.0,16.0
0.0,1.0,0.0,79.0,108599.83,16112.38,31.0,14.0,421.0,0.0,241.0,1952.0,1997.0,3.0,3.0
0.0,1.0,0.0,79.0,79850.02,758.0,9.0,9.0,236.0,0.0,250.0,2738.0,1995.0,10.0,16.0
0.0,1.0,0.0,79.0,89477.95,2680.02,19.0,10.0,303.0,0.0,158.0,6288.0,1996.0,8.0,28.0
1.0,0.0,0.0,79.0,56931.59,12890.37,12.0,18.0,616.0,0.0,26.0,3976.0,2013.0,5.0,20.0
0.0,1.0,0.0,79.0,180720.57,6183.41,14.0,17.0,50.0,0.0,209.0,4618.0,2001.0,12.0,31.0
0.0,1.0,0.0,79.0,86869.33,6183.41,12.0,18.0,465.0,0.0,3.0,4882.0,2014.0,12.0,1.0
1.0,0.0,0.0,79.0,109172.71,746.77,23.0,21.0,345.0,0.0,314.0,7083.0,2001.0,5.0,13.0
0.0,1.0,0.0,79.0,100999.43,5406.83,31.0,14.0,439.0,0.0,241.0,1997.0,1982.0,1.0,31.0
1.0,0.0,0.0,79.0,115641.2,6183.41,12.0,18.0,629.0,0.0,28.0,9198.0,2000.0,6.0,18.0
1.0,0.0,0.0,79.0,73893.51,6183.41,19.0,10.0,658.0,0.0,46.0,7380.0,1998.0,9.0,14.0
1.0,0.0,0.0,79.0,42483.51,6183.41,19.0,10.0,513.0,0.0,244.0,4311.0,2005.0,7.0,10.0
1.0,0.0,0.0,79.0,30498.79,6183.41,19.0,10.0,518.0,1.0,289.0,5724.0,2013.0,3.0,12.0
0.0,1.0,0.0,79.0,112579.82,9967.8,9.0,9.0,235.0,0.0,121.0,3322.0,2003.0,3.0,17.0
0.0,1.0,0.0,79.0,160772.6,6183.41,11.0,12.0,8.0,0.0,210.0,6431.0,1986.0,1.0,19.0
0.0,1.0,0.0,79.0,73172.4,106.1,19.0,10.0,82.0,0.0,46.0,1056.0,2005.0,1.0,24.0
0.0,1.0,0.0,79.0,72767.75,2614.27,11.0,12.0,650.0,0.0,197.0,3657.0,1998.0,9.0,18.0
0.0,1.0,0.0,79.0,94062.67,6183.41,19.0,10.0,37.0,0.0,248.0,8834.0,2001.0,3.0,5.0
0.0,1.0,0.0,79.0,157641.81,6183.41,11.0,12.0,510.0,0.0,210.0,5846.0,1998.0,9.0,28.0
0.0,1.0,0.0,27.0,25637.02,3838.88,12.0,18.0,269.0,0.0,118.0,244.0,2016.0,4.0,18.0
0.0,1.0,0.0,79.0,135618.8,6183.41,12.0,18.0,466.0,0.0,211.0,5832.0,1983.0,7.0,22.0
0.0,1.0,0.0,79.0,22061.26,25.7,31.0,14.0,365.0,0.0,240.0,1644.0,2016.0,7.0,11.0
0.0,1.0,0.0,79.0,54010.56,1784.1,11.0,12.0,470.0,0.0,199.0,6644.0,2003.0,7.0,10.0
0.0,1.0,0.0,79.0,60155.24,6391.47,17.0,20.0,555.0,0.0,133.0,9003.0,2013.0,7.0,29.0
1.0,0.0,0.0,79.0,29960.54,6183.41,19.0,10.0,518.0,1.0,289.0,3277.0,2012.0,8.0,6.0
0.0,1.0,0.0,79.0,84345.72,4607.0,13.0,13.0,227.0,0.0,230.0,8774.0,2011.0,12.0,19.0
1.0,0.0,0.0,79.0,50769.6,6183.41,19.0,10.0,474.0,1.0,251.0,3804.0,2001.0,1.0,2.0
0.0,1.0,0.0,79.0,44367.65,3692.0,11.0,12.0,340.0,0.0,351.0,8593.0,2008.0,1.0,21.0
0.0,1.0,0.0,79.0,116582.86,9420.26,17.0,20.0,241.0,0.0,131.0,2423.0,2003.0,3.0,3.0
1.0,0.0,0.0,79.0,109947.02,1676.9,16.0,8.0,468.0,0.0,164.0,488.0,1989.0,2.0,13.0
0.0,1.0,0.0,79.0,56745.27,4802.78,12.0,18.0,618.0,0.0,26.0,6292.0,2008.0,3.0,2.0
1.0,0.0,0.0,56.0,68216.84,11701.82,31.0,14.0,421.0,0.0,241.0,3595.0,2014.0,10.0,6.0
1.0,0.0,0.0,79.0,62481.79,6183.41,19.0,10.0,518.0,0.0,43.0,8066.0,2014.0,8.0,11.0
0.0,1.0,0.0,79.0,233223.11,107719.78,17.0,20.0,568.0,0.0,129.0,764.0,1999.0,8.0,16.0
0.0,1.0,0.0,79.0,52633.89,4891.73,12.0,18.0,616.0,0.0,26.0,3241.0,2013.0,11.0,12.0
0.0,1.0,0.0,79.0,105560.1,10763.45,31.0,14.0,427.0,0.0,241.0,5627.0,1987.0,9.0,8.0
0.0,1.0,0.0,79.0,88436.67,290.27,13.0,13.0,534.0,0.0,230.0,1274.0,2000.0,2.0,22.0
0.0,1.0,0.0,79.0,66900.54,1129.91,33.0,16.0,319.0,0.0,277.0,9147.0,1995.0,6.0,25.0
0.0,1.0,0.0,79.0,104087.65,540.25,16.0,8.0,468.0,0.0,249.0,1236.0,2014.0,10.0,20.0
1.0,0.0,0.0,79.0,40066.88,780.98,11.0,12.0,146.0,1.0,198.0,8759.0,2001.0,8.0,28.0
1.0,0.0,0.0,79.0,82483.5,6183.41,33.0,16.0,223.0,0.0,208.0,4501.0,2013.0,4.0,8.0
1.0,0.0,0.0,79.0,102388.34,6183.41,10.0,24.0,477.0,0.0,211.0,7887.0,2013.0,8.0,26.0
1.0,0.0,0.0,79.0,98281.47,27584.99,1.0,1.0,184.0,0.0,6.0,3432.0,2007.0,9.0,24.0
1.0,0.0,0.0,79.0,110566.59,3980.11,31.0,14.0,292.0,0.0,249.0,4920.0,1987.0,12.0,7.0
1.0,0.0,0.0,79.0,60240.46,1784.25,11.0,12.0,653.0,0.0,199.0,4355.0,1999.0,6.0,24.0
